loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
5940,0.0, Graduate, No,7580879.0,29317777,,653,15019587,1830854,10009551,6587173, Approved
5941,, Graduate, Yes,3265729.0,2410714,18.0,866,18199928,3347372,28576513,167237, Rejected
5942,,, No,5978683.0,23040393,19.0,786,17595439,6161820,32659617,5489746, Approved
5943,4.0, Graduate, No,3216244.0,27485650,14.0,858,6543227,4314108,31546148,1110720, Rejected
5944,3.0, Not Graduate, No,5844827.0,18562546,6.0,574,1667215,5395999,21365557,5532671, Approved
5945,3.0, Graduate, Yes,6770090.0,18006732,20.0,727,14769365,19697216,44485909,11252107, Approved
5946,4.0, Not Graduate, No,6737211.0,5482989,23.0,757,12951388,12015684,47464316,9229930, Approved
5947,5.0, Graduate, No,7466819.0,14266698,9.0,487,14994119,3209844,15799886,16386569, Rejected
5948,5.0, Not Graduate, Yes,4272425.0,23093642,10.0,504,12088047,11290063,46856349,13711282, Approved
5949,0.0, Graduate, No,4948069.0,21398272,23.0,685,16537708,13368031,47823394,16324180, Approved
5950,5.0, Not Graduate, No,9128440.0,28373792,21.0,585,12150853,16923490,2846258,3264857, Approved
5951,5.0, Graduate, Yes,3489422.0,9762788,16.0,332,9688372,13181634,24809873,19252202, Approved
5952,0.0, Graduate, No,5937870.0,26909537,23.0,519,19571971,15313652,40348315,3314877, Approved
5953,0.0, Not Graduate, Yes,8940462.0,26791937,24.0,421,19560201,16979193,11309270,4341264, Approved
5954,4.0, Graduate, Yes,5338843.0,6896600,11.0,719,18655325,14436085,9924168,5640460, Approved
5955,3.0, Not Graduate, No,8278114.0,5798566,11.0,402,5774535,18678564,36110426,3952669, Rejected
5956,1.0, Graduate, Yes,3017443.0,24081394,21.0,663,2833219,19289343,633715,19823427, Rejected
5957,1.0, Not Graduate, No,9959045.0,18686581,22.0,750,7831633,18605068,10915891,2119856, Approved
5958,4.0, Graduate, No,9100163.0,14130610,12.0,301,14420844,3639125,33785486,8054420, Rejected
5959,2.0, Graduate, Yes,9035001.0,8102693,15.0,541,1175272,9421716,37868028,15213372, Approved
5960,5.0, Graduate, No,1020234.0,24948080,7.0,763,19489468,12705726,15362805,240211, Approved
5961,3.0, Graduate, No,7578274.0,28333787,8.0,371,16141552,4998054,27560690,7026462, Approved
5962,5.0, Graduate, Yes,9750589.0,3038702,14.0,652,7295825,3027646,42707977,5819192, Rejected
5963,3.0, Graduate, No,4510436.0,4467909,11.0,553,12242996,5660371,42067992,16047068, Approved
5964,1.0, Graduate, Yes,9586923.0,2326813,11.0,662,9212839,2121182,18118810,15345186, Approved
5965,1.0, Graduate, Yes,1811245.0,13767354,16.0,725,17162041,6509608,4833699,1696962, Approved
5966,4.0, Graduate, Yes,5384790.0,10058831,13.0,879,2152669,13930518,28943654,6519825, Approved
5967,4.0, Not Graduate, No,7792146.0,3377094,22.0,658,19376149,19523353,43374397,3094665, Rejected
5968,0.0, Graduate, No,9471635.0,7860556,20.0,430,11991013,9564638,17093367,3130426, Rejected
5969,2.0, Not Graduate, Yes,7107670.0,2117410,9.0,377,4471189,5734944,30055218,10071266, Approved
5970,0.0, Not Graduate, No,2189433.0,17579488,8.0,734,14740880,2492778,41943651,15816, Approved
5971,2.0, Not Graduate, Yes,1819480.0,8880308,9.0,652,2774054,16635991,49663150,16661295, Approved
5972,1.0, Not Graduate, No,2840450.0,9001790,14.0,730,16777103,18859074,21970160,17799310, Approved
5973,0.0, Not Graduate, No,9908392.0,15053558,16.0,740,11817852,8617162,5681954,19109906, Rejected
5974,5.0, Graduate, No,5150775.0,27702197,22.0,557,15552387,11564254,16197487,15221282, Rejected
5975,0.0, Not Graduate, Yes,6077071.0,12238007,19.0,338,15505771,5154981,8028047,1450760, Rejected
5976,3.0, Not Graduate, No,6267230.0,16114888,14.0,796,6153284,8141515,37541277,2664378, Approved
5977,0.0, Not Graduate, Yes,3194656.0,28757557,17.0,625,9280805,6436427,26634051,8563593, Rejected
5978,3.0, Not Graduate, Yes,6219478.0,8121262,18.0,698,11624927,7000377,23588904,14534004, Rejected
5979,4.0, Not Graduate, No,9608151.0,15727915,18.0,717,11344072,15363343,40431993,7755877, Approved
5980,0.0, Not Graduate, Yes,6533435.0,25165660,14.0,354,1696388,15329068,14697630,9184906, Rejected
5981,3.0, Not Graduate, No,6165190.0,1960275,17.0,592,857336,17079610,44968047,11884360, Approved
5982,4.0, Not Graduate, Yes,2628531.0,3618108,14.0,790,3523648,15545995,13392039,439444, Approved
5983,4.0, Graduate, No,4240591.0,8450674,22.0,540,584545,10142506,29269524,7736167, Rejected
5984,0.0, Graduate, No,7544463.0,27031027,23.0,552,4546772,15828468,33053590,11375688, Rejected
5985,0.0, Not Graduate, Yes,1450102.0,16042783,8.0,714,19483841,17961509,15509964,1281892, Approved
5986,0.0, Not Graduate, No,1500071.0,19567939,17.0,771,1481962,18794356,3653313,7203653, Rejected
5987,3.0, Graduate, No,9508594.0,22811503,13.0,854,6110732,6724401,45799977,9685609, Approved
5988,0.0, Graduate, No,5796604.0,21484952,8.0,504,15507953,9362319,43063759,12172653, Approved
5989,2.0, Not Graduate, Yes,1306096.0,25826963,10.0,796,6753889,6269321,92969,6893448, Approved
5990,0.0, Graduate, No,8890731.0,8882549,9.0,386,6211806,17223314,10439943,10329267, Approved
5991,0.0, Not Graduate, Yes,5982635.0,1429780,9.0,887,19395675,18846772,29198366,13288518, Rejected
5992,4.0, Not Graduate, No,8813049.0,25382592,18.0,762,18344880,8806712,24774573,11162092, Approved
5993,5.0, Not Graduate, Yes,8572397.0,23788100,22.0,581,5711446,13564662,26559442,1368365, Rejected
5994,1.0, Graduate, No,1322185.0,16925209,14.0,384,1107188,532212,19961599,7335891, Rejected
5995,2.0, Not Graduate, No,5627991.0,19562874,14.0,573,7265526,13087004,14986122,12674030, Approved
5996,1.0, Not Graduate, No,8769809.0,16178477,17.0,610,6035140,7871018,21154019,3456403, Approved
5997,5.0, Graduate, No,7535355.0,14916772,10.0,631,8408433,9503749,43049107,5878680, Rejected
5998,0.0, Not Graduate, No,1080420.0,4777853,8.0,890,12200572,2300144,42297784,15836948, Rejected
5999,5.0, Graduate, No,1990588.0,14628400,11.0,435,6784958,13543060,5238673,12882923, Approved
6000,0.0, Not Graduate, No,2930851.0,18353751,7.0,553,15990197,2898531,4478245,3896824, Rejected
6001,0.0, Not Graduate, No,9747486.0,10843929,14.0,473,2175572,7747994,19261481,10986083, Rejected
6002,2.0, Graduate, Yes,9239217.0,6780989,24.0,525,8525297,481865,16402986,4773742, Approved
6003,5.0, Graduate, No,4900349.0,23427546,10.0,877,14061289,17918099,29082675,7592600, Approved
6004,3.0, Graduate, No,2686880.0,24608095,13.0,363,5294386,6746256,22697266,6364632, Approved
6005,5.0, Not Graduate, Yes,9591722.0,29127106,6.0,632,19436070,1339885,9207349,3002016, Approved
6006,0.0, Graduate, No,9430271.0,16357319,18.0,424,581560,16817686,23635761,7319153, Approved
6007,3.0, Graduate, No,1358076.0,3117523,13.0,566,3728599,13343045,23389342,16623606, Rejected
6008,3.0, Not Graduate, No,9346570.0,18784410,19.0,798,6498447,7990844,25044006,12920861, Rejected
6009,4.0, Not Graduate, No,2270372.0,8314297,18.0,730,15277423,7835487,37720799,13271214, Rejected
6010,3.0, Not Graduate, Yes,9319737.0,11869978,13.0,722,10978277,2675515,40391817,11558341, Rejected
6011,1.0, Graduate, No,9157025.0,11375175,16.0,382,11390267,4497931,33036429,5801283, Approved
6012,4.0, Not Graduate, No,1884278.0,6748547,23.0,619,534583,5483756,7042390,13776938, Approved
6013,5.0, Not Graduate, No,2873286.0,18998262,7.0,700,11017868,17127466,30775736,3755534, Approved
6014,1.0, Graduate, No,5862054.0,804420,15.0,492,7088952,6215575,27922831,12459073, Approved
6015,1.0, Graduate, No,1412664.0,9931384,18.0,381,14123359,15616348,24792566,13392787, Rejected
6016,0.0, Graduate, No,3564701.0,13475209,6.0,365,11503673,730576,33425832,1896289, Approved
6017,2.0, Not Graduate, Yes,8101017.0,27606036,20.0,670,6465752,2724481,14320229,7047235, Rejected
6018,5.0, Not Graduate, No,1199455.0,28381899,19.0,494,3227130,12477613,36730805,8554012, Rejected
6019,3.0, Not Graduate, Yes,1692548.0,22156101,17.0,437,17033960,5818712,34504109,3554788, Rejected
6020,2.0, Graduate, Yes,8781146.0,18782117,10.0,855,12378892,6867839,13593444,18101281, Approved
6021,1.0, Graduate, Yes,1423592.0,7336637,6.0,798,9051175,834014,17566138,14166693, Rejected
6022,3.0,, No,1454827.0,19466883,24.0,751,15501367,841090,16249801,8821327, Approved
6023,1.0, Graduate, Yes,6770879.0,3166802,22.0,345,18939830,4001558,18775158,12566535, Approved
6024,4.0, Not Graduate, No,8085204.0,17666333,22.0,324,13818123,848686,35907996,10257206, Rejected
6025,5.0, Not Graduate, Yes,3827123.0,26428085,12.0,709,4920448,16894660,38894429,17659664, Rejected
6026,2.0, Graduate, No,2810635.0,10898612,9.0,535,14882664,14060552,37068650,12845735, Rejected
6027,2.0, Graduate, No,7266029.0,23576724,19.0,561,6180157,501725,44985587,18762112, Approved
6028,, Graduate, Yes,7491472.0,26677175,14.0,799,11961500,19009750,44096742,16382886, Rejected
6029,3.0, Not Graduate, No,7834040.0,27351271,24.0,795,18658429,14300338,44812140,4160300, Approved
6030,0.0, Not Graduate, Yes,4205041.0,7001795,9.0,331,16178736,3767570,23210273,14359874, Approved
6031,4.0, Not Graduate, Yes,1782780.0,2239951,21.0,709,18572399,11150749,15325493,8096114, Rejected
6032,2.0, Graduate, Yes,5407247.0,5618387,11.0,652,18787538,12468448,23652185,14558096, Approved
6033,4.0, Not Graduate, No,3207232.0,21109681,20.0,773,19185573,1079417,21599285,2830273, Rejected
6034,1.0, Not Graduate, No,3519265.0,7719949,13.0,747,3573294,18981391,32860473,11526473, Approved
6035,2.0,, No,8901892.0,3283089,21.0,829,12734568,1705841,15979795,7290400, Rejected
6036,0.0, Graduate, Yes,9006314.0,18651295,18.0,730,1640307,17606278,36473260,3285113, Rejected
6037,1.0, Not Graduate, No,2961179.0,7286806,15.0,764,19107768,19431158,7310547,9070801, Approved
6038,5.0, Graduate, No,2796544.0,5757377,9.0,830,4076520,9802156,22466581,1423669, Approved
6039,2.0, Not Graduate, No,4436683.0,2923834,19.0,523,15259556,8813531,39147272,2007272, Rejected
6040,4.0, Graduate, No,4105606.0,29496725,21.0,480,13417030,8762242,313331,16877481, Approved
6041,0.0, Not Graduate, Yes,5898870.0,20459546,19.0,800,13745290,1524561,28917017,11998679, Approved
6042,2.0, Not Graduate, Yes,2936318.0,22307748,20.0,456,9665265,18496145,29101049,1044660, Rejected
6043,5.0, Not Graduate, No,3830659.0,2873759,24.0,787,18426105,17669782,22944116,600683, Approved
6044,1.0, Not Graduate, No,8552625.0,7569916,6.0,520,3367872,17362680,45437826,18996265, Rejected
6045,4.0, Not Graduate, Yes,8899651.0,19920551,17.0,789,8269176,5709071,7480664,16203870, Rejected
6046,0.0, Not Graduate, Yes,9615231.0,22123619,12.0,823,9251484,6739254,23987388,11912269, Approved
6047,3.0, Graduate, Yes,2737440.0,24189849,15.0,552,17015894,1602066,6523151,10164533, Rejected
6048,5.0, Not Graduate, No,4608484.0,20457384,22.0,635,3711937,4750622,29982138,5933186, Rejected
6049,2.0, Graduate, Yes,2006486.0,14123667,16.0,626,13865017,11102801,17052206,19543084, Approved
6050,0.0, Not Graduate, Yes,2893656.0,13760823,18.0,669,14061029,10131330,2041743,18007541, Approved
6051,2.0, Not Graduate, Yes,3356415.0,6376224,18.0,830,8580465,4717616,44967795,19535668, Approved
6052,4.0, Not Graduate, No,5441273.0,15663367,21.0,786,4715787,10365494,42634663,4476854, Rejected
6053,0.0, Not Graduate, No,6483164.0,17405073,24.0,566,9955570,7728943,41139184,19525508, Approved
6054,5.0, Graduate, Yes,9361479.0,4529769,22.0,810,12785150,12182835,24790898,12515540, Rejected
6055,5.0, Not Graduate, Yes,8837263.0,9388618,7.0,880,5496763,16681830,25900455,8561895, Rejected
6056,5.0, Graduate, No,5297681.0,23944173,13.0,627,16088376,232148,30038250,14137256, Rejected
6057,2.0, Graduate, No,6575056.0,13691548,13.0,452,17291627,13180044,40107649,6874765, Approved
6058,4.0, Graduate, No,3261130.0,4819740,6.0,452,7896424,647011,22889910,19997944, Approved
6059,4.0, Graduate, Yes,7829276.0,20317025,13.0,474,8326663,12680143,38179210,9749713, Approved
6060,3.0, Not Graduate, No,4481281.0,5155133,8.0,533,2176913,12141760,4519023,880557, Approved
6061,4.0, Graduate, Yes,6737499.0,26556817,15.0,303,13088482,18787338,45220421,4401689, Approved
6062,2.0, Graduate, No,2315297.0,4941334,18.0,768,13208563,1406580,22270282,2474261, Rejected
6063,5.0, Graduate, No,7778941.0,7185131,7.0,838,16470784,12823985,37528134,9084619, Approved
6064,0.0, Graduate, No,4233658.0,5544945,9.0,606,4258577,7145404,48396587,2895818, Rejected
6065,4.0, Not Graduate, Yes,9144766.0,23192844,18.0,706,8608130,2438839,15896408,1934590, Rejected
6066,0.0, Graduate, Yes,1136802.0,12888741,20.0,805,15369836,15179786,40324687,10466288, Rejected
6067,3.0, Not Graduate, No,9282174.0,13804248,11.0,672,18274470,4668468,20611769,3453845, Rejected
6068,3.0, Graduate, Yes,3196698.0,14630093,19.0,301,5437729,11567181,17352690,15119568, Rejected
6069,2.0, Graduate, Yes,6596771.0,23785984,22.0,522,575288,2485236,10097105,4853089, Rejected
6070,3.0, Not Graduate, Yes,8137010.0,16979345,8.0,468,10077326,5432678,14158108,11054886, Approved
6071,0.0, Graduate, Yes,5481956.0,16813692,23.0,710,10143285,5430548,32602084,15050342, Rejected
6072,5.0, Not Graduate, No,,9042594,21.0,540,4753197,18596891,10453765,12791449, Rejected
6073,1.0, Graduate, Yes,5809727.0,27563889,11.0,354,3888018,6936585,14296383,3805261, Rejected
6074,4.0, Graduate, Yes,6057864.0,29899261,13.0,899,18850205,10491373,29346528,16582150, Approved
6075,2.0, Not Graduate, Yes,5272361.0,13851784,6.0,577,4593623,11345836,28795024,16954895, Approved
6076,5.0, Not Graduate, No,8457921.0,16791752,20.0,342,15970628,9293669,15153243,19168846, Approved
6077,2.0, Not Graduate, Yes,8847261.0,19805763,23.0,581,17854665,17960383,9863048,16692500, Approved
6078,5.0, Not Graduate, No,2567478.0,22662369,7.0,626,13759666,13622774,47866865,6534177, Rejected
6079,5.0, Not Graduate, Yes,1328666.0,25169754,14.0,714,16000594,19617773,41265560,9842080, Rejected
6080,1.0, Not Graduate, Yes,9205105.0,11997534,14.0,453,10476891,17294217,43622986,13294780, Approved
6081,3.0, Graduate, Yes,7419352.0,29107799,17.0,688,1024187,15923756,41385890,12357118, Rejected
6082,2.0, Graduate, Yes,1617044.0,28211975,20.0,871,8375572,19430860,37257692,5926362, Approved
6083,1.0, Not Graduate, Yes,6742163.0,1949916,19.0,856,160291,15350807,7083501,7013973, Rejected
6084,4.0, Graduate, No,3394717.0,11206939,22.0,528,6312649,11076726,31926432,14680070, Approved
6085,4.0, Graduate, Yes,9093785.0,16982014,11.0,654,7803570,10425257,42304263,11342786, Rejected
6086,3.0, Graduate, No,2993830.0,10264005,20.0,310,133559,13831978,12023140,18940118, Rejected
6087,3.0, Not Graduate, Yes,4477414.0,13966934,10.0,420,9949747,1783044,25937153,8963009, Approved
6088,4.0, Not Graduate, Yes,7060165.0,24072491,8.0,368,9113064,10568315,24190224,9159396, Rejected
6089,2.0, Graduate, Yes,1305442.0,13197380,16.0,619,9660913,3928060,30997279,11771710, Approved
6090,1.0, Graduate, Yes,9297378.0,7600656,13.0,838,16778338,8015663,21067019,19529250, Approved
6091,4.0, Graduate, Yes,6979841.0,4177402,8.0,443,7543650,17092912,41711202,10085937, Approved
6092,3.0, Not Graduate, Yes,3335343.0,6286876,22.0,707,1060317,19932142,27030437,3789773, Approved
6093,2.0, Not Graduate, No,5100820.0,6010041,20.0,371,4107689,5441922,21624010,8009372, Rejected
6094,3.0, Not Graduate, No,2270989.0,10664702,23.0,391,14237219,4093379,43294828,14137543, Approved
6095,5.0, Graduate, No,8904815.0,2274930,8.0,663,16941941,3949940,42646206,14862779, Rejected
6096,3.0, Graduate, Yes,9787577.0,28397891,22.0,580,11117406,7951299,7308934,12008186, Approved
6097,5.0, Not Graduate, No,9696818.0,8775889,8.0,426,4469703,3214315,19283103,696222, Approved
6098,5.0, Not Graduate, Yes,7217126.0,542870,15.0,631,7161663,6121477,29237288,7830155, Approved
6099,1.0, Graduate, No,4758630.0,5983106,18.0,339,3342693,14821224,27691922,4506353, Rejected
6100,4.0, Not Graduate, Yes,5485497.0,23023619,11.0,692,4067641,8910377,18939201,12407059, Rejected
6101,3.0, Not Graduate, Yes,3782490.0,5578334,15.0,577,18149432,3384163,13983608,15410898, Rejected
6102,4.0, Graduate, No,1680608.0,1595795,6.0,890,2462058,18624047,44130423,11717712, Approved
6103,2.0, Not Graduate, Yes,9358736.0,16519673,19.0,771,8956899,6837446,48064224,19677060, Rejected
6104,1.0, Not Graduate, No,6865444.0,16946986,15.0,647,10772605,9307387,15483021,8877811, Rejected
6105,4.0, Not Graduate, No,3887375.0,9459092,17.0,440,9830095,7071146,8230510,3615301, Rejected
6106,5.0, Graduate, No,1943875.0,22490922,23.0,301,17194991,1856489,10104996,12435998, Rejected
6107,3.0, Graduate, Yes,6474169.0,22057028,18.0,845,11408181,882643,38586504,4482525, Approved
6108,0.0, Graduate, Yes,4103435.0,9618346,8.0,322,10771891,929307,32033482,8632777, Approved
6109,0.0, Graduate, No,6761293.0,750920,7.0,304,12077477,5360273,29303608,7080941, Approved
6110,1.0, Not Graduate, Yes,9912864.0,19342993,24.0,844,5473770,6455854,32590279,15040258, Approved
6111,5.0, Graduate, No,9333957.0,24835351,15.0,606,17788211,19364063,48755250,13911400, Approved
6112,4.0, Not Graduate, Yes,5624726.0,13967116,15.0,325,13563607,3311211,17665506,10900732, Approved
6113,2.0, Graduate, Yes,2397776.0,27573685,19.0,700,6898088,4343,41665533,3985555, Rejected
6114,1.0, Graduate, Yes,2665009.0,26685326,7.0,593,18686504,8605750,29848127,6907311, Approved
6115,3.0, Not Graduate, Yes,5919417.0,9906028,21.0,695,10081402,16229681,22388158,1842855, Approved
6116,5.0, Not Graduate, No,1279434.0,15171861,7.0,575,3494680,19100546,23952942,18596721, Rejected
6117,4.0, Graduate, No,6144294.0,7276879,,785,9995496,1572663,42629483,7158364, Approved
6118,3.0, Not Graduate, No,4297306.0,3762971,17.0,798,1167179,18117328,37151322,16906356, Rejected
6119,3.0, Graduate, Yes,6263036.0,11398728,6.0,868,2393505,4599638,14995514,7258034, Rejected
6120,2.0, Not Graduate, No,8642448.0,2077312,24.0,725,18935860,6082553,43861113,19130935, Approved
6121,5.0, Graduate, Yes,8762032.0,22523675,8.0,817,8300389,6194977,12719831,12736403, Approved
6122,0.0, Graduate, Yes,4824297.0,28529773,23.0,691,3287197,7303736,22023431,5527143, Rejected
6123,1.0, Graduate, No,1517714.0,26598338,6.0,815,15945074,9731094,23892566,1840732, Rejected
6124,3.0, Graduate, No,6415064.0,2269870,22.0,487,2903389,16643854,35007007,19493688, Approved
6125,5.0, Not Graduate, No,8984308.0,7171462,21.0,397,18609911,17828393,22941591,11660207, Rejected
6126,0.0, Graduate, Yes,1421874.0,21246553,16.0,398,1475393,3103603,38436441,5558293, Approved
6127,2.0, Graduate, Yes,8267918.0,7757468,15.0,508,10638018,8676318,46758438,10539818, Approved
6128,3.0, Graduate, No,1642038.0,11743156,6.0,370,11115511,17284967,30215164,9819719, Rejected
6129,3.0, Not Graduate, No,6586285.0,28538571,17.0,499,17181373,4883776,31927139,11577106, Rejected
6130,1.0, Graduate, No,9104975.0,3290371,14.0,302,12554264,6655132,30449574,15283463, Rejected
6131,1.0, Graduate, Yes,2915975.0,5974476,18.0,366,3778603,9223370,15056901,13194494, Approved
6132,0.0, Graduate, Yes,9949146.0,4358252,11.0,517,2374297,17114680,30698332,6202271, Rejected
6133,4.0, Not Graduate, Yes,7766579.0,14206677,6.0,582,4867117,12501895,9608015,11150669, Rejected
6134,3.0, Not Graduate, No,7234520.0,19505628,21.0,725,5458401,5570759,11054546,8209544, Approved
6135,1.0, Not Graduate, Yes,5266319.0,12426650,22.0,808,15053106,11695053,47680602,1000315, Rejected
6136,3.0, Graduate, No,4652098.0,22707185,16.0,446,5567791,4363517,5289367,16135962, Rejected
6137,4.0, Not Graduate, Yes,3016497.0,4928853,22.0,758,16787066,19531128,4127136,1083656, Rejected
6138,2.0, Graduate, Yes,6401283.0,4261684,16.0,474,16515818,17558912,23996987,19270553, Rejected
6139,1.0, Not Graduate, No,6545540.0,21227900,17.0,658,12941249,7189117,22374851,8085246, Approved
6140,2.0, Not Graduate, No,6018090.0,8372245,15.0,399,838319,10386970,41073383,11904706, Approved
6141,3.0, Graduate, No,2710673.0,29431596,19.0,848,3342124,1510718,37014668,19497383, Approved
6142,2.0, Not Graduate, No,4692230.0,22943477,16.0,708,13968945,2888479,45063725,10511326, Approved
6143,4.0, Graduate, No,3369556.0,842115,7.0,325,7127136,1663464,46594331,16354289, Approved
6144,5.0, Graduate, No,1073439.0,24212600,18.0,756,19007464,13046715,45556269,1397399, Rejected
6145,3.0, Not Graduate, No,7624746.0,18478976,13.0,733,1550405,13834874,5024305,2080057, Rejected
6146,, Not Graduate, No,1004376.0,10236345,16.0,631,1380401,3356180,10280564,1604869, Rejected
6147,4.0, Graduate, Yes,6920694.0,8742410,12.0,669,6808863,10258936,18872017,6089016, Approved
6148,3.0, Not Graduate, No,3995453.0,21147525,20.0,491,9052105,11411455,19010443,14799259, Approved
6149,5.0, Graduate, Yes,1645418.0,1916539,8.0,838,8263938,12025495,22928747,16202892, Approved
6150,2.0, Graduate, No,4305721.0,4571828,21.0,549,7120442,2275437,29837198,8305528, Approved
6151,4.0, Graduate, Yes,2118330.0,5750903,18.0,682,2512972,5273817,21662602,7006076, Rejected
6152,4.0, Not Graduate, No,2613122.0,25719587,20.0,576,17206211,18601984,8888830,11210299, Approved
6153,4.0, Graduate, No,2289256.0,4336954,11.0,871,10101825,7531469,17960534,930635, Rejected
6154,1.0, Not Graduate, No,8988948.0,26051414,7.0,390,2993453,1744200,8320126,392882, Approved
6155,2.0, Not Graduate, Yes,9899805.0,2397732,18.0,330,6380627,8143614,24292961,14124897, Approved
6156,3.0, Graduate, Yes,7718208.0,22390959,12.0,853,7527914,18841159,11164481,5710413, Rejected
6157,3.0, Not Graduate, Yes,8971285.0,25165347,16.0,850,289011,5334909,34697578,9399664, Rejected
6158,3.0, Graduate, Yes,2035325.0,14646951,14.0,822,8242803,8278477,16077792,3975688, Rejected
6159,5.0, Not Graduate, No,9423154.0,11289052,10.0,618,10589403,11228085,5375428,5189900, Approved
6160,4.0, Graduate, Yes,9020495.0,15560676,12.0,773,16977525,15508209,6602308,18845844, Approved
6161,4.0, Graduate, Yes,4953964.0,23353539,17.0,810,14888086,11934081,16908602,8131437, Approved
6162,3.0, Graduate, No,2969860.0,19826599,10.0,390,4243782,16759674,31715118,17144941, Approved
6163,5.0, Graduate, Yes,1350493.0,2780001,18.0,468,9429880,18585926,35416223,12988646, Approved
6164,0.0, Not Graduate, Yes,1420745.0,2559138,18.0,517,11813852,17179805,28453262,12827544, Approved
6165,3.0, Graduate, Yes,3608324.0,20631853,21.0,645,7826872,11349482,16333017,15621674, Approved
6166,2.0, Not Graduate, No,1636438.0,21849336,7.0,377,10605059,7427109,43763952,9659088, Rejected
6167,4.0, Not Graduate, Yes,8484400.0,16772395,11.0,463,16062095,8588996,34505719,9552890, Approved
6168,1.0, Graduate, Yes,7868610.0,10201972,23.0,785,8510772,12043503,4523949,19224859, Rejected
6169,4.0, Graduate, No,3809518.0,24150948,23.0,885,16045812,12936696,34782058,773581, Rejected
6170,4.0, Graduate, Yes,5421922.0,7186757,17.0,525,6021763,11307196,16674043,17700512, Rejected
6171,5.0, Not Graduate, No,1484659.0,12917173,19.0,606,10256626,7879722,12447257,11872667, Approved
6172,1.0, Not Graduate, No,5462581.0,15264825,7.0,684,12279169,17950739,17689123,1635879, Rejected
6173,4.0, Graduate, Yes,1700642.0,7957968,11.0,480,3217847,1473411,17184381,6026683, Rejected
6174,1.0, Graduate, Yes,9607539.0,9053094,7.0,869,5981453,13864423,49982989,1150600, Approved
6175,5.0, Graduate, Yes,7618301.0,24359743,22.0,600,15168998,13569132,675611,4195919, Rejected
6176,1.0, Graduate, Yes,9956096.0,17023935,6.0,452,17309362,12507194,24261466,15516112, Rejected
6177,0.0, Not Graduate, Yes,3139888.0,12430091,13.0,719,2612536,11253968,28886279,19865411, Rejected
6178,1.0, Not Graduate, No,1442529.0,2100765,8.0,547,14498577,19508077,9658977,17812949, Rejected
6179,2.0, Not Graduate, Yes,8232204.0,27098143,15.0,652,7313829,11275906,46196905,9037508, Approved
6180,5.0, Not Graduate, No,9327996.0,12623663,18.0,507,14351161,18616712,18284692,5102543, Rejected
6181,2.0, Graduate, No,1670451.0,5007459,15.0,884,15559045,19170137,8291016,13632081, Approved
6182,0.0, Not Graduate, No,6673408.0,8223065,6.0,492,1280865,9119129,44636690,8053010, Approved
6183,2.0, Not Graduate, No,4582403.0,5926525,23.0,314,11046663,1485788,27717294,12339887, Rejected
6184,2.0, Not Graduate, Yes,6426361.0,12080464,11.0,825,10525007,6193866,10857610,9776918, Approved
6185,4.0, Graduate, No,2115953.0,4691352,,433,13411671,2924351,15001278,2789632, Approved
6186,3.0, Not Graduate, No,2765326.0,9653698,13.0,809,14028200,10190638,4083906,7952080, Approved
6187,4.0, Graduate, No,6304629.0,22027358,22.0,597,19001192,8171411,193000,5046989, Approved
6188,1.0, Not Graduate, Yes,3303309.0,26192804,11.0,320,2775200,4724542,45831965,9138813, Approved
6189,2.0, Graduate, No,2970516.0,24587652,15.0,866,13535940,18956390,25802918,15327386, Rejected
6190,0.0, Not Graduate, Yes,6011578.0,10995259,11.0,501,12103111,19520262,44859619,3197115, Approved
6191,0.0, Graduate, Yes,3723020.0,19587515,24.0,572,6674945,8530773,41659493,16663129, Rejected
6192,4.0, Not Graduate, Yes,3998055.0,29519552,12.0,860,7117129,2201534,22156413,17859276, Approved
6193,0.0, Not Graduate, Yes,1456651.0,14765672,24.0,332,8374698,3349951,39543233,1879540, Rejected
6194,5.0, Not Graduate, No,1420897.0,7906186,20.0,847,895861,3972346,22007333,13899597, Approved
6195,0.0, Not Graduate, Yes,8491353.0,29000669,20.0,491,10527307,3494886,12587293,6524346, Rejected
6196,3.0, Not Graduate, Yes,9201817.0,26406616,10.0,627,10784036,11283430,17868837,11862138, Approved
6197,4.0, Graduate, No,9502348.0,27570752,22.0,341,10122071,11725874,15327861,2510128, Approved
6198,3.0, Graduate, Yes,7348640.0,20751790,8.0,637,18006348,16200033,31630271,9069340, Approved
6199,2.0, Not Graduate, No,9292832.0,16688475,8.0,474,6117773,8707143,4784180,16113201, Approved
6200,5.0, Graduate, No,4265785.0,27196720,21.0,418,15346199,19995326,12550880,15503622, Approved
6201,1.0, Graduate, No,3206109.0,4353611,24.0,546,1087163,1929166,32857736,7253331, Approved
6202,3.0, Graduate, Yes,9957864.0,26909885,22.0,699,3027762,800874,21200793,12468623, Rejected
6203,1.0, Not Graduate, Yes,8765938.0,26110925,23.0,722,8880325,13547054,21600766,10494504, Approved
6204,0.0, Not Graduate, No,6281523.0,9190856,6.0,507,13744892,15988313,49706888,19319880, Rejected
6205,0.0, Not Graduate, Yes,4339863.0,641541,13.0,509,4155695,18581445,19267108,10061754, Rejected
6206,0.0, Not Graduate, No,8021252.0,17424897,7.0,656,11000093,152025,6609712,3906570, Approved
